asv	AK_0_G1_RepA	AK_0_G1_RepB	AK_0_G1_RepC	AK_0_G2_RepA	AK_0_G2_RepB	AK_0_G2_RepC	AK_1530_G1_RepA	AK_1530_G1_RepB	AK_1530_G1_RepC	AK_1530_G2_RepA	AK_1530_G2_RepB	AK_1530_G2_RepC	AK_630_G1_RepA	AK_630_G1_RepB	AK_630_G1_RepC	AK_630_G2_RepA	AK_630_G2_RepB	AK_630_G2_RepC	BJ_0_G1_RepA	BJ_0_G1_RepB	BJ_0_G1_RepC	BJ_0_G2_RepA	BJ_0_G2_RepB	BJ_0_G2_RepC	BJ_100_G1_RepA	BJ_100_G1_RepB	BJ_100_G1_RepC	BJ_100_G2_RepA	BJ_100_G2_RepB	BJ_100_G2_RepC	BJ_280_G1_RepA	BJ_280_G1_RepB	BJ_280_G1_RepC	BJ_280_G2_RepA	BJ_280_G2_RepB	BJ_280_G2_RepC	BJ_38_G1_RepA	BJ_38_G1_RepB	BJ_38_G2_RepA	BJ_38_G2_RepB	BJ_38_G2_RepC	BV_0_G1_RepA	BV_0_G1_RepB	BV_0_G1_RepC	BV_0_G2_RepA	BV_0_G2_RepB	BV_0_G2_RepC	BV_1110_G1_RepA	BV_1110_G1_RepB	BV_1110_G1_RepC	BV_1110_G2_RepA	BV_1110_G2_RepB	BV_1110_G2_RepC	BV_150_G1_RepA	BV_150_G1_RepB	BV_150_G1_RepC	BV_150_G2_RepA	BV_150_G2_RepB	BV_150_G2_RepC	BV_430_G1_RepA	BV_430_G1_RepB	BV_430_G1_RepC	BV_430_G2_RepA	BV_430_G2_RepB	BV_430_G2_RepC	BV_75_G1_RepA	BV_75_G1_RepB	BV_75_G1_RepC	BV_75_G2_RepA	BV_75_G2_RepB	BV_75_G2_RepC	NK_0_G1_RepA	NK_0_G1_RepB	NK_0_G1_RepC	NK_0_G2_RepA	NK_0_G2_RepB	NK_1330_G1_RepA	NK_1330_G1_RepB	NK_1330_G1_RepC	NK_1330_G2_RepA	NK_1330_G2_RepB	NK_1330_G2_RepC	NK_140_G1_RepA	NK_140_G1_RepB	NK_140_G1_RepC	NK_140_G2_RepA	NK_140_G2_RepB	NK_140_G2_RepC	NK_34_G1_RepA	NK_34_G1_RepB	NK_34_G1_RepC	NK_34_G2_RepA	NK_34_G2_RepB	NK_34_G2_RepC	NK_640_G1_RepA	NK_640_G1_RepB	NK_640_G1_RepC	NK_640_G2_RepA	NK_640_G2_RepB	NK_640_G2_RepC	ST_0_G1_RepA	ST_0_G1_RepB	ST_0_G1_RepC	ST_0_G2_RepA	ST_0_G2_RepB	ST_0_G2_RepC	ST_300_G1_RepA	ST_300_G1_RepB	ST_300_G1_RepC	ST_300_G2_RepA	ST_300_G2_RepB	ST_300_G2_RepC	ST_610_G1_RepA	ST_610_G1_RepB	ST_610_G1_RepC	ST_610_G2_RepA	ST_610_G2_RepB	ST_610_G2_RepC	ST_68_G1_RepA	ST_68_G1_RepB	ST_68_G1_RepC	ST_68_G2_RepA	ST_68_G2_RepB	ST_68_G2_RepC	ST_900_G1_RepA	ST_900_G1_RepB	ST_900_G1_RepC	ST_900_G2_RepA	ST_900_G2_RepB	ST_900_G2_RepC	Hj_0_RepA	Hj_0_RepB	Hj_243_RepA	Hj_243_RepB	Hj_304_RepA	Hj_304_RepB	Hj_488_RepA	Hj_488_RepB	Hj_50_RepA	Hj_50_RepB	Hj_588_RepA	Hj_588_RepB	Ka_0_RepA	Ka_0_RepB	Ka_179_RepA	Ka_179_RepB	Ka_290_RepA	Ka_290_RepB	Ka_428_RepA	Ka_428_RepB	Ka_504_RepA	Ka_504_RepB	total	blast.hit	blast.id	taxonomy	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
ASV_000358	0	120	146	0	0	0	0	0	1565	496	1023	94	354	110	204	146	117	0	364	2388	1113	0	136	0	317	0	233	0	0	0	50	77	875	745	994	0	91	109	0	573	1945	335	0	410	13202	129	0	54	0	163	158	142	0	1383	1232	102	0	1960	2564	914	124	353	0	516	602	0	1777	1266	298	231	0	0	0	137	199	48	67	21	952	704	723	156	0	99	27	0	928	288	438	367	1234	0	42	0	1317	126	0	0	61	0	101	146	148	0	0	0	103	0	0	0	1665	544	428	0	126	126	293	0	79	150	138	41	0	0	50	37	391	155	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55201	95.385	KY922825	Spathidium stammeri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Spathidium	
ASV_000370	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	14	19	43	0	0	0	0	0	0	0	0	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	94.615	DQ190469	Zoothamnopsis sinica	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Sessilida	Zoothamniidae	Zoothamnopsis	
ASV_000392	79	121	168	0	0	0	0	23	1195	452	993	0	386	0	189	0	0	0	315	1711	1065	64	138	37	341	125	234	0	55	166	0	0	818	709	1014	149	86	0	30	632	1491	311	0	400	12838	0	84	0	67	159	141	154	63	1100	1129	0	120	1562	1832	940	143	335	61	543	569	76	1294	1153	306	211	27	234	0	129	224	0	0	0	988	635	760	0	63	90	0	26	934	308	464	351	955	78	0	0	1077	0	113	0	0	70	0	158	0	0	0	0	0	0	0	0	1655	526	503	125	142	0	330	105	97	151	160	0	72	95	0	0	432	179	152	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50824	94.615	KY922825	Spathidium stammeri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Spathidium	
ASV_000402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	99.231	JX000469	Helicostomella subulata	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Tintinnida	Metacylididae	Helicostomella	
ASV_000405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1993	6641	6781	2614	507	0	464	8066	547	4793	2057	8970	4528	9	249	179	118	148	179	227	145	49559	96.923	FJ876965	Lynnella semiglobulosa	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Lynnellidae	Lynnella	
ASV_000415	0	0	0	0	0	0	0	0	0	84	52	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	100.000	FJ876971	Cyclotrichium cyclokaryon	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Didiniidae	Cyclotrichium	
ASV_000457	0	0	0	12	0	0	0	65	0	133	0	0	0	18	0	103	68	109	0	0	0	0	0	0	0	0	0	0	122	0	206	385	140	123	143	103	143	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	20	0	0	0	0	0	0	0	130	0	66	0	0	0	110	0	93	249	0	0	0	0	0	0	0	26	0	0	75	0	0	69	0	0	32	114	205	0	0	0	0	0	0	123	92	78	70	0	0	37	53	0	0	120	0	55	0	0	31	58	33	79	0	132	0	0	0	0	0	0	0	0	185	0	51	54	0	0	42	0	0	0	0	0	0	0	0	0	0	4513	96.923	KT346302	uncultured ciliate	 Eukaryota	Alveolata	Ciliophora	environmental samples						
ASV_000458	42	84	0	114	0	104	0	0	0	54	31	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	31	0	0	0	0	0	0	0	94	0	0	5	0	0	0	92	0	75	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	152	275	60	0	79	0	0	0	0	0	0	36	49	39	0	0	197	45	282	78	72	249	0	0	0	0	37	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2671	97.692	AM412524	Strombidinopsis sp. NSMS0601	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Strombidinopsidae	Strombidinopsis	
ASV_000459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	21	458	305	99	44	336	63	48	716	16	34	45	0	0	3241	100.000	JX178900	Tintinnopsis sp. JG-2011a	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Tintinnida	Codonellidae	Tintinnopsis	
ASV_000466	48	20	76	54	34	27	4614	773	3875	5232	6450	533	58	51	87	50	66	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	15	183	44	0	13	105	52	21	35	16	61	550	505	754	499	1133	616	27	0	31	28	40	16	1895	2370	2409	2955	4654	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42013	86.154	EF486862	Omegastrombidium elegans	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae	Omegastrombidium		
ASV_000496	0	0	0	0	0	0	36	41	33	78	117	28	6	0	25	9	37	0	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	23	45	0	12	0	0	10	26	17	101	39	0	5	8	17	0	0	0	0	0	0	0	3	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	12	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	92.248	AF255360	Paramecium putrinum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium		
ASV_000521	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	0	24	44	27	0	0	9	0	0	0	0	0	0	0	0	229	282	0	9578	11332	212	329	240	169	189	14	172	9609	134	149	165	0	0	33422	93.846	HM030738	Stokesia vernalis	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Stokesiidae	Stokesia		
ASV_000555	0	9	27	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	110	41	0	0	0	0	0	0	0	18	0	50	0	0	0	33	0	41	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	148	0	0	0	0	0	0	101	31	0	225	0	0	0	0	0	0	1946	99.231	JF263452	Trachelophyllum sp. VBOEF-2011	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Trachelophyllidae	Trachelophyllum	
ASV_000596	0	0	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	32	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	100.000	KT346300	uncultured ciliate	 Eukaryota	Alveolata	Ciliophora	environmental samples						
ASV_000613	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	126	100.000	KM222094	Holosticha heterofoissneri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Urostylida	Holostichidae	Holosticha	
ASV_000681	0	95	0	0	0	0	0	0	182	402	439	157	0	122	0	0	110	144	0	195	182	0	262	0	267	152	0	0	655	0	229	313	220	136	185	170	210	216	242	285	190	100	0	0	0	157	0	218	302	0	137	0	202	250	215	196	250	141	0	237	199	239	0	334	263	225	0	0	0	0	310	122	206	0	184	0	229	85	171	0	204	0	102	102	156	287	0	0	114	254	0	297	244	0	338	0	0	105	202	263	0	0	83	126	50	83	85	134	59	60	0	0	0	132	267	0	0	114	124	74	0	42	120	201	133	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15636	96.923	KY980228	Strombidium cf. basimorphum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae	Strombidium		
ASV_000685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	125	0	0	0	0	0	0	0	0	0	312	34	48	601	90.769	AY212806	Pseudocohnilembus hargisi	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida	Pseudocohnilembidae	Pseudocohnilembus	
ASV_000692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	98.462	JN974453	Loxophyllum caudatum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Pleurostomatida	Litonotidae	Loxophyllum	
ASV_000694	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	22	20	0	0	0	0	0	0	15	54	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	72	23	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	3	72	125	86	79	0	0	0	0	0	0	0	0	0	0	0	0	0	32	26	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1063	94.615	AY029273	Cryptocaryon irritans	 Eukaryota	Alveolata	Ciliophora	unclassified Ciliophora	Cryptocaryon					
ASV_000759	0	0	0	0	0	0	14	0	0	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	16	54	0	0	0	0	0	0	0	0	11	0	4	0	0	21	25	27	19	64	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	98.462	KX926029	uncultured Peritrichia	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	environmental samples			
ASV_000784	0	0	0	0	0	0	0	0	32	35	27	0	16	0	0	0	0	68	16	23	19	0	0	0	0	0	0	0	24	10	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0	50	0	0	68	0	0	14	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	33	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	678	42	0	58	36	48	52	455	0	0	0	0	0	0	0	0	0	0	2723	96.923	FJ480419	Strombidium basimorphum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae	Strombidium		
ASV_000787	0	0	60	0	0	0	68	98	0	0	0	66	124	35	91	151	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	43	0	76	43	42	38	33	19	16	40	176	150	365	169	171	318	20	20	123	30	136	109	230	82	305	227	101	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	34	59	27	22	16	25	0	23	26	79	12	40	0	0	19	12	0	40	43	39	0	44	56	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4525	95.385	FJ881862	Strombidinopsis batos	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Strombidinopsidae	Strombidinopsis	
ASV_000800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	85	234	97.692	KU525757	Lynnella semiglobulosa	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Lynnellidae	Lynnella	
ASV_000826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	90.000	FJ865206	Acineta tuberosa	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Suctoria	Endogenida	Acinetidae	Acineta	
ASV_000842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	100.000	HM236338	Parauronema longum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida	Philasteridae	Parauronema	
ASV_000868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	0	517	0	2129	0	53	0	0	0	0	0	0	0	0	0	0	0	0	3953	98.462	JF791016	Strombidium cf. basimorphum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae	Strombidium		
ASV_000877	0	0	0	71	0	0	31	48	36	76	45	0	52	0	0	0	21	0	64	116	87	95	63	21	49	74	50	31	139	34	55	53	146	161	72	74	65	63	94	99	71	33	0	33	0	71	56	0	63	0	0	0	31	51	46	0	87	69	26	0	34	0	34	83	11	86	35	42	0	50	0	102	19	28	87	42	77	26	124	26	76	52	56	151	63	76	120	100	48	42	233	116	373	44	157	64	62	41	153	238	28	0	0	0	0	36	0	0	16	11	0	0	0	0	0	0	26	0	135	0	42	41	80	29	0	19	0	32	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1811	84	0	69	72	43	1907	62	0	0	10800	99.231	AM412524	Strombidinopsis sp. NSMS0601	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Strombidinopsidae	Strombidinopsis	
ASV_000923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	148	0	0	0	85	31	151	18	33	0	493	90.769	L26447	Homalozoon vermiculare	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Homalozoonidae	Homalozoon	
ASV_000926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	652	2473	1021	1590	0	1507	1208	767	1046	905	752	1051	308	859	359	1015	282	560	655	717	19827	97.692	KY980228	Strombidium cf. basimorphum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidiidae	Strombidium		
ASV_000965	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	150	322	325	225	221	144	387	330	197	180	707	129	209	142	238	127	200	0	401	275	464	453	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	141	0	188	258	176	125	207	0	0	0	105	166	171	180	263	185	0	151	322	179	290	204	232	0	0	135	216	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	208	736	417	716	0	146	1111	175	1183	401	0	503	60	962	227	284	360	224	0	116	19389	93.077	FJ876963	Pelagostrobilidium paraepacrum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
